cell_id,state,latitude,longitude,B2,B3,B4,B8,B11,B12,ndvi,clay_index,ferrous_index,mn_proxy,elevation,slope,distance_to_fault,prospectivity_score,confidence,priority
CELL-00289,Karnataka,13.469086,76.255394,0.0939,0.0712,0.1054,0.2168,0.2654,0.3167,0.3458,0.838,1.224,-0.0882,726.2,22.1,25.9,0.5538,0.6,Medium
CELL-00290,Karnataka,13.545291,75.512399,0.062,0.0687,0.1035,0.1466,0.3769,0.3103,0.1724,1.2145,2.5699,0.0969,878.4,3.7,38.8,1.0,0.7248,High
CELL-00291,Karnataka,13.341898,75.931724,0.1285,0.1166,0.1364,0.2604,0.2492,0.0603,0.3127,4.1315,0.9568,0.6103,802.9,2.9,21.8,1.0,0.4338,High
CELL-00292,Karnataka,13.400249,76.07493,0.1234,0.0545,0.0388,0.1509,0.3607,0.2085,0.5912,1.7302,2.3897,0.2675,614.0,3.7,32.5,1.0,0.6315,High
CELL-00293,Karnataka,14.878164,74.225836,0.0346,0.0374,0.0663,0.1475,0.1632,0.1655,0.3794,0.9861,1.1067,-0.007,1137.3,21.4,41.7,0.5762,0.6345,Medium
CELL-00294,Karnataka,15.207761,74.825297,0.1031,0.0811,0.1996,0.1922,0.1693,0.3292,-0.0187,0.5143,0.8808,-0.3207,127.1,24.4,36.3,0.7794,0.7605,High
CELL-00295,Karnataka,14.942026,74.38505,0.1045,0.1774,0.1841,0.2537,0.0928,0.1587,0.1589,0.5847,0.3657,-0.2621,1009.0,24.6,23.0,0.5849,0.5566,Medium
CELL-00296,Karnataka,14.407075,76.785667,0.1033,0.0767,0.1146,0.1231,0.3912,0.158,0.036,2.4758,3.1776,0.4246,625.7,12.4,34.1,1.0,0.7012,High
CELL-00297,Karnataka,13.80443,74.947005,0.0363,0.1283,0.0272,0.3092,0.3583,0.3172,0.8385,1.1294,1.1588,0.0608,593.9,16.1,3.8,0.9011,0.7196,High
CELL-00298,Karnataka,13.733965,75.263903,0.129,0.1616,0.0638,0.2927,0.1416,0.0806,0.6422,1.7576,0.4838,0.2747,1102.2,28.7,38.0,0.557,0.6036,Medium
CELL-00299,Karnataka,14.639429,74.27406,0.1184,0.1174,0.0536,0.1659,0.139,0.0671,0.5117,2.0709,0.8377,0.3487,746.6,29.4,0.9,0.8547,0.5556,High
CELL-00300,Karnataka,15.458487,74.980217,0.0654,0.1195,0.0694,0.1093,0.3153,0.2377,0.2236,1.3264,2.8841,0.1403,738.8,26.0,33.8,1.0,0.5208,High
CELL-00301,Karnataka,13.37833,74.389571,0.1079,0.1588,0.1933,0.3199,0.1389,0.0817,0.2467,1.7004,0.4342,0.2594,994.1,20.3,30.9,0.6491,0.6612,Medium
CELL-00302,Karnataka,15.503375,74.168642,0.1172,0.1576,0.0715,0.3242,0.1805,0.3374,0.6386,0.5351,0.5569,-0.3029,136.8,20.3,8.3,0.4262,0.6053,Low
CELL-00303,Karnataka,13.70615,75.483112,0.1389,0.0618,0.046,0.3656,0.2402,0.3235,0.7767,0.7424,0.6569,-0.1478,261.3,22.6,11.6,0.7333,0.5926,High
CELL-00304,Karnataka,14.781054,76.264482,0.0602,0.0972,0.093,0.4444,0.1735,0.1384,0.654,1.2533,0.3904,0.1124,490.0,19.8,12.6,0.6854,0.7158,Medium
CELL-00305,Karnataka,15.687447,74.310425,0.1054,0.166,0.0504,0.4389,0.2249,0.3337,0.7941,0.674,0.5125,-0.1947,844.5,10.6,9.4,0.4206,0.5202,Low
CELL-00306,Karnataka,13.431604,74.313981,0.075,0.1493,0.0454,0.1456,0.2859,0.1092,0.5242,2.6192,1.9634,0.4474,207.4,5.8,46.2,0.9081,0.668,High
CELL-00307,Karnataka,14.967462,75.611827,0.108,0.1324,0.1332,0.1931,0.0925,0.1867,0.1838,0.4954,0.4788,-0.3374,1080.1,19.9,41.6,0.8321,0.8479,High
CELL-00308,Karnataka,15.939866,76.956802,0.1093,0.0665,0.1637,0.1375,0.3298,0.3231,-0.0873,1.0209,2.3994,0.0104,521.1,22.1,21.5,0.7049,0.4402,High
CELL-00309,Karnataka,15.286389,76.80853,0.1423,0.0562,0.1775,0.3581,0.1609,0.0702,0.3373,2.2926,0.4493,0.3926,394.8,31.9,31.7,0.5785,0.6583,Medium
CELL-00310,Karnataka,15.158164,74.084365,0.0688,0.124,0.0463,0.3881,0.1552,0.2457,0.7868,0.6317,0.4,-0.2257,545.7,20.9,5.4,0.5361,0.5088,Medium
CELL-00311,Karnataka,15.998051,74.634294,0.0545,0.1294,0.1938,0.4205,0.2409,0.2885,0.3691,0.835,0.5729,-0.0899,249.3,34.2,48.2,0.3396,0.4555,Low
CELL-00312,Karnataka,13.300465,74.815153,0.1261,0.0867,0.0359,0.2198,0.394,0.2389,0.7191,1.6494,1.7929,0.2451,557.8,5.8,49.3,0.7555,0.676,High
CELL-00313,Karnataka,13.210206,74.169877,0.0356,0.1171,0.1872,0.2739,0.3497,0.1838,0.188,1.9032,1.2771,0.3111,879.4,25.6,8.7,0.8974,0.3842,High
CELL-00314,Karnataka,13.21209,75.084621,0.0895,0.1794,0.1054,0.3856,0.2183,0.2889,0.5706,0.7554,0.566,-0.1393,755.0,31.0,20.5,0.6606,0.7282,Medium
CELL-00315,Karnataka,14.252149,74.432936,0.0322,0.0325,0.1772,0.1828,0.1477,0.2708,0.0154,0.5453,0.808,-0.2942,452.0,17.7,8.1,0.7632,0.7393,High
CELL-00316,Karnataka,15.287084,74.431628,0.0211,0.033,0.1256,0.2594,0.2458,0.0522,0.3476,4.7046,0.9475,0.6494,565.0,25.1,22.1,1.0,0.6781,High
CELL-00317,Karnataka,15.439426,75.765294,0.0474,0.0655,0.133,0.3905,0.213,0.1275,0.4917,1.6707,0.5455,0.2511,1053.7,23.4,22.4,0.6296,0.6477,Medium
CELL-00318,Karnataka,14.880408,75.076228,0.1494,0.102,0.1075,0.298,0.3734,0.2902,0.47,1.2864,1.2527,0.1252,596.2,25.2,29.3,0.7998,0.7111,High
CELL-00319,Karnataka,14.391809,74.737456,0.1389,0.0803,0.1914,0.2866,0.2821,0.2129,0.1991,1.3251,0.9844,0.1398,242.3,13.2,5.0,0.8715,0.8952,High
CELL-00320,Karnataka,15.333955,74.661411,0.0414,0.0909,0.1868,0.3486,0.2141,0.2052,0.3023,1.0432,0.614,0.0212,192.6,34.5,33.3,0.6423,0.4595,Medium
CELL-00321,Karnataka,13.328447,76.89751,0.0427,0.1272,0.0642,0.3511,0.3286,0.252,0.6909,1.3038,0.9357,0.1319,775.9,31.2,3.9,0.4774,0.4476,Medium
CELL-00322,Karnataka,15.964042,75.168169,0.1152,0.1327,0.0582,0.1836,0.17,0.1733,0.5189,0.9808,0.9257,-0.0097,357.8,0.7,44.0,0.542,0.5991,Medium
CELL-00323,Karnataka,14.015521,74.021275,0.1084,0.1538,0.0464,0.1559,0.3328,0.2349,0.5413,1.417,2.1351,0.1725,149.3,21.8,15.4,0.9997,0.504,High
CELL-00324,Karnataka,15.432806,75.20107,0.1431,0.091,0.1589,0.2694,0.3672,0.3223,0.2578,1.1392,1.3633,0.0651,196.2,32.8,41.3,0.7435,0.7123,High
CELL-00325,Karnataka,15.415358,76.550398,0.0576,0.1728,0.029,0.1525,0.252,0.2227,0.6806,1.1315,1.653,0.0617,809.7,0.6,48.0,0.7107,0.5637,High
CELL-00326,Karnataka,15.796801,75.997841,0.1269,0.032,0.1176,0.2608,0.2397,0.0717,0.3786,3.3444,0.9188,0.5396,852.9,17.6,38.3,0.81,0.5867,High
CELL-00327,Karnataka,14.944771,74.517159,0.1334,0.122,0.0483,0.4368,0.2459,0.0719,0.8009,3.4212,0.5629,0.5476,789.5,8.9,40.2,0.6158,0.651,Medium
CELL-00328,Karnataka,15.260427,74.397412,0.0911,0.1119,0.0361,0.2463,0.3531,0.3068,0.7443,1.1506,1.4335,0.07,209.2,3.2,13.1,0.729,0.6286,High
CELL-00329,Karnataka,14.869414,75.068202,0.1226,0.0651,0.1351,0.1825,0.3084,0.3121,0.1494,0.988,1.6898,-0.006,239.5,30.3,29.7,0.9748,0.6118,High
CELL-00330,Karnataka,13.482581,76.101044,0.1187,0.0459,0.1111,0.3851,0.3796,0.2041,0.5522,1.8601,0.9856,0.3007,1145.3,18.7,19.7,0.8121,0.743,High
CELL-00331,Karnataka,14.415708,75.470937,0.1301,0.1548,0.0926,0.2167,0.2374,0.2218,0.401,1.0703,1.0958,0.0339,362.2,27.8,24.3,0.9275,0.7557,High
CELL-00332,Karnataka,13.716535,76.847844,0.0597,0.0553,0.1029,0.2075,0.0913,0.1469,0.3369,0.621,0.4398,-0.2338,698.5,19.3,17.8,0.5543,0.5604,Medium
CELL-00333,Karnataka,14.132045,74.77468,0.0517,0.0987,0.1567,0.1721,0.307,0.0563,0.0468,5.4481,1.7837,0.6898,560.8,27.2,16.9,1.0,0.708,High
CELL-00334,Karnataka,15.225986,74.156837,0.1308,0.0597,0.1774,0.2234,0.3113,0.1458,0.1148,2.1353,1.3934,0.3621,1096.5,4.4,8.9,0.8968,0.5696,High
CELL-00335,Karnataka,13.587941,76.831299,0.1469,0.0864,0.1862,0.2907,0.1663,0.2607,0.2191,0.6379,0.5722,-0.2211,824.8,34.6,13.3,0.5056,0.5725,Medium
CELL-00336,Karnataka,13.340938,74.011755,0.1499,0.1503,0.1616,0.2784,0.176,0.0954,0.2654,1.8455,0.6323,0.2971,413.1,13.2,37.8,0.4974,0.5246,Medium
CELL-00337,Karnataka,13.054087,74.306997,0.0734,0.17,0.1347,0.3806,0.2292,0.1585,0.4771,1.4463,0.6022,0.1824,219.2,30.7,39.2,0.4447,0.391,Low
CELL-00338,Karnataka,14.462124,75.875275,0.143,0.117,0.1172,0.1176,0.1001,0.1062,0.0016,0.9428,0.8514,-0.0294,135.7,26.0,36.2,0.8892,0.7293,High
CELL-00339,Karnataka,13.464358,74.903527,0.0524,0.0858,0.0658,0.2711,0.2104,0.346,0.6092,0.6081,0.7759,-0.2437,161.5,5.0,2.6,0.6546,0.6358,Medium
CELL-00340,Karnataka,15.509319,75.535816,0.0885,0.1142,0.0507,0.1692,0.182,0.228,0.5385,0.7982,1.0758,-0.1122,331.1,4.1,48.5,0.6227,0.7453,Medium
CELL-00341,Karnataka,13.40688,74.436886,0.1107,0.1264,0.1609,0.4281,0.3014,0.0968,0.4537,3.1152,0.704,0.514,367.8,29.5,10.5,0.8727,0.529,High
CELL-00342,Karnataka,14.207579,76.76012,0.1045,0.0436,0.1906,0.1905,0.1879,0.1707,-0.0003,1.1009,0.9864,0.048,156.3,17.4,6.2,0.6628,0.494,Medium
CELL-00343,Karnataka,15.31852,76.409512,0.0399,0.085,0.0872,0.153,0.3355,0.2622,0.2739,1.2797,2.1929,0.1227,309.4,12.8,5.3,0.9821,0.6468,High
CELL-00344,Karnataka,15.957803,76.342046,0.0707,0.1168,0.184,0.2939,0.1358,0.1636,0.2299,0.8303,0.4621,-0.0927,1027.5,22.5,32.5,0.5873,0.578,Medium
CELL-00345,Karnataka,15.270781,75.820149,0.0417,0.1496,0.1496,0.1301,0.2284,0.1022,-0.0696,2.2352,1.7551,0.3818,471.2,0.6,20.0,1.0,0.7643,High
CELL-00346,Karnataka,14.990471,76.508874,0.048,0.0481,0.1733,0.1548,0.3919,0.3028,-0.0563,1.2945,2.5316,0.1283,651.0,34.3,4.9,1.0,0.4917,High
CELL-00347,Karnataka,14.050021,76.785118,0.0285,0.1124,0.1264,0.3285,0.1618,0.1594,0.4444,1.0153,0.4926,0.0076,1028.0,6.8,41.3,0.6327,0.6323,Medium
CELL-00348,Karnataka,15.140822,74.622534,0.0939,0.1602,0.0978,0.4383,0.2247,0.0928,0.6352,2.4205,0.5127,0.4153,528.4,33.3,16.0,0.742,0.6134,High
CELL-00349,Karnataka,15.173674,74.934537,0.1218,0.0964,0.1073,0.3723,0.2024,0.1829,0.5524,1.1061,0.5436,0.0504,513.8,12.9,26.3,0.636,0.7822,Medium
CELL-00350,Karnataka,14.572764,76.012182,0.055,0.0716,0.188,0.3532,0.2647,0.2443,0.3053,1.0834,0.7494,0.04,132.2,21.6,25.5,0.6638,0.7907,Medium
CELL-00351,Karnataka,13.244422,74.580018,0.1436,0.0913,0.104,0.1184,0.092,0.2652,0.0649,0.347,0.7769,-0.4847,691.9,17.8,12.2,0.5955,0.6187,Medium
CELL-00352,Karnataka,13.569804,75.382137,0.0572,0.0671,0.1361,0.3278,0.3438,0.1753,0.4132,1.9613,1.0488,0.3246,180.4,9.6,49.0,0.9754,0.7327,High
CELL-00353,Karnataka,13.022073,75.554617,0.0249,0.1154,0.1857,0.4389,0.253,0.1875,0.4053,1.3495,0.5763,0.1488,1139.5,23.6,3.2,0.5211,0.5571,Medium
CELL-00354,Karnataka,14.409413,75.366397,0.0957,0.0835,0.0496,0.2763,0.3457,0.2492,0.6958,1.3871,1.251,0.1622,472.2,32.7,45.6,0.9934,0.8296,High
CELL-00355,Karnataka,15.903594,76.669509,0.0981,0.1095,0.025,0.1863,0.2271,0.2386,0.7633,0.9519,1.2187,-0.0246,713.0,26.0,14.0,0.4749,0.5392,Medium
CELL-00356,Karnataka,14.240997,76.250482,0.1101,0.1786,0.07,0.2744,0.1854,0.1822,0.5934,1.0179,0.6759,0.0089,1042.6,23.9,44.1,0.6616,0.6538,Medium
CELL-00357,Karnataka,13.179287,76.665798,0.0628,0.0772,0.1122,0.4292,0.0953,0.1557,0.5856,0.6121,0.222,-0.2406,1042.2,13.9,10.0,0.2616,0.4108,Low
CELL-00358,Karnataka,15.746249,76.285803,0.0857,0.1783,0.1037,0.1204,0.1639,0.1808,0.0742,0.9066,1.3617,-0.049,272.6,33.2,38.3,0.7272,0.4235,High
CELL-00359,Karnataka,15.164347,76.823837,0.1346,0.1073,0.1594,0.2968,0.2569,0.0844,0.301,3.0426,0.8656,0.5053,238.8,18.5,13.4,0.9278,0.5354,High
CELL-00360,Karnataka,14.617581,76.906444,0.0829,0.0395,0.1193,0.3944,0.399,0.1791,0.5355,2.2277,1.0117,0.3804,452.3,31.7,9.6,0.7136,0.7587,High
CELL-00361,Karnataka,13.123247,75.041865,0.0545,0.1329,0.1908,0.1938,0.3397,0.0666,0.0079,5.0995,1.7525,0.6721,691.9,2.5,46.7,1.0,0.7014,High
CELL-00362,Karnataka,15.471689,75.942559,0.146,0.1371,0.1864,0.281,0.1175,0.2085,0.2023,0.5635,0.418,-0.2792,239.6,20.7,24.1,0.6294,0.4994,Medium
CELL-00363,Karnataka,15.851511,75.150827,0.0752,0.1372,0.1287,0.2046,0.2115,0.1153,0.2278,1.8339,1.0334,0.2942,1162.6,4.6,18.6,0.7867,0.6517,High
CELL-00364,Karnataka,13.24019,75.42336,0.0213,0.0427,0.1654,0.37,0.3728,0.3064,0.3822,1.217,1.0076,0.0979,851.5,1.8,39.1,0.7264,0.656,High
CELL-00365,Karnataka,14.525437,74.698706,0.1299,0.1391,0.1965,0.1545,0.1522,0.1135,-0.1198,1.3406,0.9852,0.1455,971.8,6.5,3.3,0.9671,0.7855,High
CELL-00366,Karnataka,15.524846,75.663861,0.1372,0.1689,0.0216,0.1264,0.1601,0.2508,0.7077,0.6384,1.2668,-0.2207,1077.1,16.1,30.3,0.7621,0.5914,High
CELL-00367,Karnataka,15.901984,74.805797,0.0843,0.0429,0.1206,0.276,0.1262,0.1826,0.3916,0.6912,0.4574,-0.1826,467.5,18.3,29.3,0.4037,0.7058,Low
CELL-00368,Karnataka,13.158808,76.264798,0.1442,0.066,0.0782,0.1643,0.2646,0.0965,0.355,2.7435,1.6102,0.4657,491.8,24.4,28.0,0.854,0.3831,High
CELL-00369,Karnataka,14.686333,74.017594,0.0302,0.1622,0.034,0.3474,0.3744,0.1312,0.8216,2.8536,1.0778,0.481,507.5,19.9,44.1,0.786,0.5137,High
CELL-00370,Karnataka,14.230911,75.412103,0.0264,0.0587,0.1623,0.2589,0.1765,0.1652,0.2293,1.0686,0.6819,0.0331,1039.8,26.2,13.6,0.8883,0.7065,High
CELL-00371,Karnataka,15.762269,75.744767,0.0894,0.1195,0.0859,0.3825,0.2475,0.085,0.6333,2.9104,0.647,0.4885,242.0,18.8,46.8,0.8207,0.5677,High
CELL-00372,Karnataka,15.292287,74.743437,0.0247,0.0453,0.1511,0.1699,0.1988,0.2005,0.0584,0.9915,1.1702,-0.0043,898.0,4.0,20.3,1.0,0.5283,High
CELL-00373,Karnataka,15.455082,74.515035,0.125,0.1339,0.1201,0.3448,0.2118,0.0915,0.4835,2.3148,0.6143,0.3966,832.3,18.4,32.0,0.7803,0.5673,High
CELL-00374,Karnataka,14.76211,74.256207,0.0785,0.1435,0.1629,0.2731,0.3663,0.1303,0.2526,2.8113,1.3413,0.4753,551.7,31.5,44.8,1.0,0.6517,High
CELL-00375,Karnataka,13.26632,76.594985,0.0617,0.0567,0.0631,0.2463,0.1604,0.1462,0.5922,1.0972,0.6512,0.0464,248.5,10.4,28.6,0.3371,0.4777,Low
CELL-00376,Karnataka,15.239356,76.68053,0.1184,0.0798,0.154,0.1532,0.1217,0.1537,-0.0026,0.7919,0.7944,-0.1161,988.5,8.6,3.2,0.629,0.6635,Medium
CELL-00377,Karnataka,14.665887,75.582739,0.1052,0.065,0.1756,0.2083,0.3021,0.0548,0.0851,5.5094,1.4506,0.6928,509.9,12.3,27.2,1.0,0.6642,High
CELL-00378,Karnataka,15.409636,75.685631,0.1163,0.1293,0.084,0.3831,0.1743,0.2214,0.6404,0.7874,0.455,-0.1189,919.9,13.3,15.1,0.7509,0.6438,High
CELL-00379,Karnataka,15.789765,75.63525,0.106,0.1655,0.0377,0.1812,0.3068,0.2971,0.6553,1.0327,1.6932,0.0161,1042.7,14.5,4.5,0.7176,0.5708,High
CELL-00380,Karnataka,13.873589,76.316803,0.0298,0.1541,0.097,0.3086,0.1087,0.1512,0.5218,0.7188,0.3522,-0.1636,198.7,33.7,40.4,0.3913,0.6235,Low
CELL-00381,Karnataka,15.800365,75.03379,0.0409,0.1145,0.1899,0.1013,0.1562,0.3315,-0.304,0.4711,1.5413,-0.3595,288.2,4.0,28.5,0.8626,0.7059,High
CELL-00382,Karnataka,15.983693,76.037515,0.0296,0.1789,0.0934,0.2006,0.2585,0.1413,0.3645,1.8297,1.2888,0.2932,195.1,0.0,22.5,0.8385,0.6826,High
CELL-00383,Karnataka,15.997622,74.86054,0.0565,0.054,0.0495,0.1998,0.3337,0.3217,0.6027,1.0372,1.6701,0.0183,1172.6,8.1,44.1,0.5896,0.5227,Medium
CELL-00384,Karnataka,15.610075,75.908317,0.0414,0.0945,0.0717,0.3579,0.2251,0.3468,0.6662,0.6491,0.629,-0.2128,160.2,12.4,24.1,0.4271,0.626,Low
CELL-00385,Karnataka,15.187721,76.624241,0.142,0.1508,0.1731,0.2927,0.3443,0.1411,0.2567,2.4408,1.1763,0.4187,538.3,11.1,23.4,0.8879,0.5731,High
CELL-00386,Karnataka,14.580451,74.171297,0.0344,0.0629,0.1036,0.2516,0.3359,0.2718,0.4168,1.2356,1.3349,0.1054,569.0,11.7,15.8,0.7092,0.5935,High
CELL-00387,Karnataka,13.706698,76.797512,0.1317,0.1365,0.1068,0.2821,0.3921,0.3397,0.4508,1.1541,1.3898,0.0715,336.8,28.4,9.9,0.7889,0.4646,High
CELL-00388,Karnataka,14.215003,76.794633,0.0316,0.1067,0.1853,0.4164,0.1301,0.16,0.384,0.8131,0.3124,-0.1031,781.0,5.6,48.4,0.3606,0.3834,Low
CELL-00389,Karnataka,14.797033,74.215206,0.0495,0.1697,0.1835,0.3735,0.0862,0.1481,0.341,0.5821,0.2308,-0.2642,790.8,9.6,45.5,0.4127,0.6219,Low
CELL-00390,Karnataka,15.727017,76.8733,0.0301,0.1099,0.0746,0.2375,0.1375,0.2234,0.5219,0.6154,0.5789,-0.2381,1153.8,17.6,4.1,0.3642,0.6388,Low
CELL-00391,Karnataka,15.567776,75.304034,0.0451,0.0587,0.1584,0.193,0.3255,0.1118,0.0984,2.9125,1.687,0.4888,453.9,16.3,47.2,1.0,0.5975,High
CELL-00392,Karnataka,14.529955,75.381748,0.1371,0.1695,0.089,0.2721,0.3668,0.292,0.5069,1.2561,1.348,0.1135,104.0,11.2,21.1,1.0,0.72,High
CELL-00393,Karnataka,13.113354,75.930109,0.0541,0.0379,0.0616,0.3807,0.3525,0.1949,0.7215,1.8083,0.9259,0.2878,557.7,34.2,10.0,0.6532,0.4868,Medium
CELL-00394,Karnataka,13.518272,75.138097,0.1384,0.1223,0.0942,0.427,0.0955,0.1131,0.6387,0.8446,0.2237,-0.0843,722.5,21.5,2.0,0.7341,0.5322,High
CELL-00395,Karnataka,15.094212,75.91442,0.0617,0.044,0.0969,0.1451,0.3832,0.1926,0.1992,1.9903,2.6419,0.3312,449.0,26.8,24.9,1.0,0.633,High
CELL-00396,Karnataka,15.601456,76.019024,0.0261,0.1149,0.1574,0.1478,0.1532,0.3147,-0.0315,0.4867,1.0365,-0.3453,122.1,26.3,23.7,0.7347,0.6154,High
CELL-00397,Karnataka,15.458195,75.079475,0.0903,0.1316,0.1465,0.4346,0.25,0.1699,0.4958,1.4715,0.5753,0.1908,1149.1,22.5,14.9,0.8406,0.5222,High
CELL-00398,Karnataka,14.412449,74.596789,0.0982,0.0391,0.0944,0.2913,0.2195,0.2746,0.5105,0.7995,0.7536,-0.1114,1010.7,27.0,1.9,0.7628,0.5257,High
CELL-00399,Karnataka,15.804466,76.50487,0.1295,0.0755,0.0973,0.2647,0.1304,0.0593,0.4625,2.1975,0.4924,0.3745,1141.6,8.4,12.0,0.8393,0.6389,High
CELL-00400,Karnataka,15.734731,75.036861,0.1008,0.0358,0.0536,0.3909,0.3254,0.1552,0.7588,2.0965,0.8323,0.3541,514.5,18.7,0.0,0.7493,0.536,High
CELL-00401,Karnataka,13.751449,76.417718,0.0564,0.0587,0.1108,0.403,0.1572,0.0736,0.5688,2.1374,0.3902,0.3625,492.0,26.2,27.5,0.7317,0.7525,High
CELL-00402,Karnataka,14.480025,74.120207,0.148,0.0875,0.0474,0.3333,0.171,0.2257,0.751,0.7574,0.5129,-0.138,745.4,15.6,41.8,0.4145,0.4259,Low
CELL-00403,Karnataka,14.613076,75.990874,0.1219,0.0892,0.1363,0.1527,0.3784,0.1649,0.0568,2.2948,2.4781,0.393,902.5,0.7,10.3,1.0,0.7208,High
CELL-00404,Karnataka,14.581765,76.789611,0.0829,0.1036,0.0416,0.3809,0.159,0.3199,0.8033,0.4971,0.4175,-0.3359,1101.9,33.0,26.0,0.5519,0.6753,Medium
CELL-00405,Karnataka,13.393044,75.802872,0.0245,0.1046,0.0479,0.164,0.1968,0.1797,0.5482,1.0951,1.1999,0.0454,785.5,2.6,25.2,0.7816,0.5004,High
CELL-00406,Karnataka,14.912214,75.670128,0.116,0.0803,0.1577,0.2515,0.2349,0.2444,0.2291,0.9612,0.9343,-0.0198,120.2,22.9,30.9,0.8203,0.7077,High
CELL-00407,Karnataka,13.272806,76.769671,0.1096,0.0491,0.0842,0.3074,0.3474,0.0631,0.5699,5.5054,1.1302,0.6926,360.3,31.1,0.5,1.0,0.6038,High
CELL-00408,Karnataka,13.200973,74.084574,0.0518,0.1622,0.0949,0.3521,0.3739,0.1724,0.5755,2.1684,1.0617,0.3688,310.4,18.1,45.4,0.6586,0.6885,Medium
CELL-00409,Karnataka,15.72239,74.367444,0.0894,0.1619,0.0938,0.2687,0.1025,0.1334,0.4825,0.7685,0.3816,-0.1309,457.0,33.1,14.1,0.6037,0.5045,Medium
CELL-00410,Karnataka,13.48655,75.459327,0.116,0.16,0.1327,0.3342,0.1204,0.3337,0.4315,0.3608,0.3603,-0.4697,245.8,27.1,13.2,0.644,0.6777,Medium
CELL-00411,Karnataka,15.261441,74.657178,0.0776,0.1227,0.1586,0.1364,0.388,0.3171,-0.0753,1.2236,2.8446,0.1006,397.4,28.8,25.9,1.0,0.5899,High
CELL-00412,Karnataka,14.742906,76.189667,0.0734,0.1244,0.1459,0.3489,0.0966,0.3079,0.4103,0.3138,0.277,-0.5223,604.1,9.2,12.1,0.8022,0.6859,High
CELL-00413,Karnataka,14.135043,76.249177,0.0326,0.1014,0.1985,0.3697,0.1474,0.2004,0.3012,0.7353,0.3987,-0.1526,357.0,14.3,39.0,0.5769,0.7476,Medium
CELL-00414,Karnataka,15.76667,75.777705,0.0694,0.1053,0.1289,0.296,0.2356,0.2015,0.3932,1.1696,0.7962,0.0782,294.1,28.4,27.1,0.6616,0.5556,Medium
CELL-00415,Karnataka,15.797332,76.841921,0.068,0.0503,0.1133,0.1394,0.3789,0.1051,0.1033,3.6058,2.7176,0.5658,378.0,14.2,19.2,1.0,0.6624,High
CELL-00416,Karnataka,13.512305,74.80163,0.0862,0.0521,0.1301,0.298,0.3087,0.3313,0.3922,0.9318,1.0359,-0.0353,1103.5,33.1,12.2,0.6784,0.544,Medium
CELL-00417,Karnataka,15.685256,76.91616,0.1317,0.0465,0.1905,0.2482,0.083,0.1827,0.1314,0.4541,0.3344,-0.3754,150.7,19.0,16.9,0.6474,0.4678,Medium
CELL-00418,Karnataka,15.606403,75.985705,0.0764,0.1529,0.183,0.1419,0.2502,0.1354,-0.1265,1.8486,1.7631,0.2979,151.8,23.4,43.1,1.0,0.5762,High
CELL-00419,Karnataka,15.560187,76.743021,0.0545,0.1656,0.0777,0.2933,0.0962,0.0632,0.5811,1.5224,0.3278,0.2071,892.4,15.6,12.8,0.588,0.4516,Medium
CELL-00420,Karnataka,13.001205,76.417674,0.0303,0.0587,0.0895,0.2697,0.1936,0.1462,0.5016,1.3241,0.7178,0.1394,1160.3,22.5,1.2,0.6785,0.5173,Medium
CELL-00421,Karnataka,13.904369,74.283669,0.1186,0.1209,0.1227,0.1188,0.125,0.2368,-0.0162,0.5278,1.0523,-0.3091,328.6,17.6,27.2,0.7257,0.5913,High
CELL-00422,Karnataka,15.527392,76.167121,0.0301,0.0459,0.1087,0.1562,0.393,0.0976,0.1795,4.0289,2.5155,0.6023,636.2,12.7,32.0,1.0,0.512,High
CELL-00423,Karnataka,13.824115,76.663255,0.0253,0.1671,0.1699,0.2041,0.3326,0.0594,0.0915,5.6023,1.6291,0.6971,1163.6,18.4,15.2,1.0,0.5796,High
CELL-00424,Karnataka,15.968049,74.117876,0.1051,0.0964,0.1908,0.1861,0.2503,0.1947,-0.0125,1.2854,1.3448,0.1249,873.2,2.4,9.7,0.7914,0.4164,High
CELL-00425,Karnataka,13.567416,75.720475,0.048,0.1592,0.1896,0.2815,0.1927,0.1202,0.195,1.6033,0.6848,0.2317,154.8,9.4,32.7,0.8559,0.6614,High
CELL-00426,Karnataka,14.188832,76.08159,0.0836,0.1069,0.0682,0.2592,0.2307,0.262,0.5834,0.8804,0.8897,-0.0636,1134.7,11.5,2.1,1.0,0.6752,High
CELL-00427,Karnataka,13.505322,76.281394,0.148,0.1719,0.0555,0.4064,0.3054,0.1862,0.7598,1.6408,0.7516,0.2426,694.7,29.7,24.0,0.6461,0.3764,Medium
CELL-00428,Karnataka,14.737389,74.567233,0.1371,0.1311,0.134,0.1348,0.2733,0.0863,0.0031,3.1677,2.0274,0.5201,186.6,18.5,20.1,1.0,0.6732,High
CELL-00429,Karnataka,14.292949,74.52436,0.1483,0.1142,0.1437,0.2139,0.1103,0.3428,0.1962,0.3218,0.5157,-0.513,414.9,14.8,32.5,0.5237,0.6795,Medium
CELL-00430,Karnataka,13.184824,74.487495,0.1364,0.1329,0.065,0.123,0.301,0.2217,0.3085,1.3575,2.4479,0.1517,545.0,12.7,10.8,1.0,0.4314,High
CELL-00431,Karnataka,14.272555,75.340066,0.053,0.1538,0.1073,0.2902,0.1775,0.1045,0.4599,1.6981,0.6117,0.2587,194.5,25.0,9.8,0.9048,0.9155,High
